,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,restricted_access,status_code,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,distance,distance_km,ev_network_ids,federal_agency
264,public,24 hours daily,,,2024-04-09,,ELEC,Public,257492,,2023-03-30,,,E,,444 Clinton,888-998-2546,2024-04-09T00:53:54Z,GPS,40.684979,-73.967922,Brooklyn,US,,,NY,445 Vanderbilt Ave,11238,,,,,,,,,,,,['J1772'],,,11.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.76834,4.45521,"{'station': ['465ba1dd-d734-8158-93cc-330000775178'], 'posts': ['086b24bb-3e1c-4aee-9e41-7cfa7dd3a582', '0fdc0375-4c9e-4d0c-9991-aa83defd52f1', '156ce1c7-ac57-4c4b-a0f8-3b0c908e2106', '8826e0f9-d534-4192-a4ca-e30e9ac05beb', '8f92fe2b-f25c-456b-a5ea-fec257612e37', '94dd71db-7db6-4b06-91af-24fafde5e891', '96bfd4f8-2660-410d-bf15-af3a9526b1d5', 'ac15fd64-3c82-4213-884f-81b10ce7c41f', 'b1d525f2-9d02-4cb7-baa0-50bf3f3759fd', 'c37eeb2a-1c34-40e3-b5a1-c3ca594d1def', 'f9cba7bd-8279-4b70-ac5e-5377b98027a3']}",
265,public,,,,2022-10-06,,ELEC,Public,150575,,2019-03-31,P,,E,,Enterprise Parking 150 Myrtle Ave - Tesla Destination,718-422-7506  877-798-3752,2023-01-18T15:15:20Z,200-9,40.693476,-73.982605,Brooklyn,US,,,NY,150 Myrtle Ave,11201,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.81131,2.91502,{'station': ['514199']},
266,public,,,,2022-10-06,,ELEC,Public,115039,,2016-12-09,P,,E,PAY_GARAGE,Icon Parking 200 E 32nd Street - Tesla Destination,212-684-2481  877-798-3752,2023-01-18T15:15:20Z,200-9,40.744916,-73.980228,New York,US,,,NY,200 E 32nd St,10016,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.61135,4.20256,{'station': ['503345']},
267,public,,,,2022-10-06,,ELEC,Public,115152,,2018-05-24,P,,E,PAY_GARAGE,MPG 530 West 30th - Tesla Destination,212-490-3474  877-798-3752,2023-01-18T15:15:20Z,200-9,40.75277,-74.00265,New York,US,,,NY,530 W 30th,10001,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.79209,4.49343,{'station': ['511171']},
268,public,,,,2022-10-06,,ELEC,Public,115049,,2016-05-03,P,,E,PAY_GARAGE,Icon Parking 810 Seventh Ave - Tesla Destination,212-247-4372  877-798-3752,2023-01-18T15:15:20Z,200-8,40.762568,-73.982718,New York,US,,,NY,207 W 52nd St,10019,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.67424,5.91312,{'station': ['501393']},
269,public,24 hours daily,,,2024-04-09,,ELEC,Public,241192,,2022-08-17,,,E,,The Forge,888-998-2546,2024-04-09T00:53:19Z,GPS,40.74679,-73.94111,Long Island City,US,"Residents ONLY
Residents ONLY||",,NY,44-28 Purves St,11101,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.12686,6.64154,"{'station': ['465ba1dd-d734-8158-93cc-330000545363'], 'posts': ['465ba1dd-d734-8158-93cc-330000746805', '6235f2aa-2efe-4882-a2e9-50892f31210a']}",
270,public,,,,2022-10-06,,ELEC,Public,115115,,2017-03-10,P,,E,PAY_GARAGE,iPark 386 E 48th Street - Tesla Destination,212-813-0014  877-798-3752,2023-01-18T15:15:20Z,200-8,40.7529,-73.967723,New York,US,,,NY,386 E 48th St,11248,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.43327,5.52531,{'station': ['505317']},
271,public,,,,2022-10-06,,ELEC,Public,115162,,2016-04-30,P,,E,HOTEL,Icon Parking 560 Third Ave - Tesla Destination,212-599-9807  877-798-3752,2023-01-18T15:15:20Z,200-9,40.747962,-73.976569,New York,US,,,NY,560 3rd Ave,10016,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.89156,4.65351,{'station': ['501379']},
272,public,,,,2022-10-06,,ELEC,Public,169201,,2016-12-02,P,,E,,"The Standard, East Village - Tesla Destination",212-575-5700  877-798-3752,2023-01-18T15:15:20Z,200-9,40.727797,-73.990746,New York,US,,,NY,25 Cooper Street,10004,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.31586,2.11767,{'station': ['503402']},
273,public,24 hours daily,,,2024-04-09,,ELEC,Public,221322,,2022-06-15,,,E,,Prestige Parking Corp,888-998-2546,2024-04-09T00:57:49Z,GPS,40.7565187377,-73.9610743999,New York,US,,,NY,25 Sutton Place South,10022,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.84155,6.18238,"{'station': ['465ba1dd-d734-8158-93cc-330000609529'], 'posts': ['465ba1dd-d734-8158-93cc-330000741579', '465ba1dd-d734-8158-93cc-330000741639']}",
274,public,24 hours daily,,,2024-04-09,,ELEC,Public,164442,,2019-06-19,,,E,,Manhattan Plaza,888-998-2546,2024-04-09T01:46:27Z,GPS,40.759223,-73.992703,New York,US,,,NY,427 W 42nd St,10036,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.309,5.32532,"{'station': ['465ba1dd-d734-8158-93cc-330000452979'], 'posts': ['465ba1dd-d734-8158-93cc-330000441440', '465ba1dd-d734-8158-93cc-330000740593']}",
275,public,24 hours daily,,,2024-04-09,,ELEC,Public,195054,,2021-09-03,,,E,,iPark - 59 Allen Street Garage,888-998-2546,2024-04-09T00:53:00Z,GPS,40.717195,-73.991658,New York,US,Attendant will assist in charging ||vehicle.  Parking rates apply. Inquire ||within.||,,NY,59 Allen Street,10002,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.80948,1.30273,"{'station': ['465ba1dd-d734-8158-93cc-330000199318'], 'posts': ['465ba1dd-d734-8158-93cc-330000705782', '465ba1dd-d734-8158-93cc-330000708713']}",
276,public,,,,2022-10-06,,ELEC,Public,115022,,2016-04-30,P,,E,HOTEL,Icon Parking 155 E 29th Street - Tesla Destination,212-684-8259  877-798-3752,2023-01-18T15:15:20Z,200-9,40.742821,-73.980913,New York,US,,,NY,155 E 29th St,10016,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.46837,3.97246,{'station': ['501383']},
277,public,,,,2022-10-06,,ELEC,Public,115029,,2018-05-24,P,,E,PAY_GARAGE,Parkright 169 Ludlow Street - Tesla Destination,212-247-7303  877-798-3752,2023-01-18T15:15:20Z,200-9,40.721713,-73.987533,New York,US,,,NY,169 Ludlow St,10012,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.14746,1.84666,{'station': ['511161']},
278,public,24 hours daily,,,2024-04-09,,ELEC,Public,193979,,2021-08-17,,,E,,NYC Parking Kent,888-998-2546,2024-04-09T00:57:47Z,GPS,40.709168,-73.968491,Brooklyn,US,Attendant will assist in charging ||vehicle.  Parking rates apply. Inquire ||within.||,,NY,444 Kent Avenue,11211,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.96921,3.16914,"{'station': ['465ba1dd-d734-8158-93cc-330000609397'], 'posts': ['465ba1dd-d734-8158-93cc-330000718270', 'bd209ac3-84af-4736-8da0-75a8e142397a']}",
279,public,,,,2022-10-06,,ELEC,Public,115035,,2018-05-24,P,,E,PAY_GARAGE,Icon Parking 240 East Broadway - Tesla Destination,212-253-0240  877-798-3752,2023-01-18T15:15:20Z,200-8,40.714821,-73.987138,New York,US,,,NY,188 Clinton St,10002,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.99347,1.59883,{'station': ['511167']},
280,public,,,,2022-10-06,,ELEC,Public,114972,,2018-08-10,P,,E,PAY_GARAGE,Icon Parking 235 W 48th - Tesla Destination,212-245-9421  877-798-3752,2023-01-18T15:15:20Z,200-9,40.76073,-73.985995,Manhattan,US,,,NY,235 W 48th St,10036,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.49924,5.63148,{'station': ['512408']},
281,public,,,,2022-10-06,,ELEC,Public,122487,,2019-01-17,P,,E,,MTP Parking 31-00 47th Ave - Tesla Destination,718-729-3615  877-798-3752,2023-01-18T15:15:20Z,200-8,40.7416517,-73.9361599,Long Island City,US,,,NY,31-00 47th Ave,11101,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.15591,6.68829,{'station': ['513854']},
282,public,24 hours daily,,,2024-04-09,,ELEC,Public,144109,,2019-08-28,,,E,,CITYLIGHTS QUEENS LANDING,888-758-4389,2024-04-09T03:36:51Z,GPS,40.745011,-73.957424,Long Island City,US,,,NY,4-74 48th Ave,11109,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.38285,5.44417,"{'station': ['USCPIL1884441'], 'posts': ['2221451', '2221461']}",
283,public,24 hours daily,,,2024-04-09,2023-10-06,ELEC,TEMPORARILY UNAVAILABLE (Public),201870,,2021-12-01,,,T,,Central Parking - 109 E 58th Street,888-998-2546,2024-04-09T01:46:53Z,GPS,40.762254,-73.970024,New York,US,,,NY,109 E 58th Street,10022,,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,3.92266,6.31291,"{'station': ['465ba1dd-d734-8158-93cc-330000646941'], 'posts': ['465ba1dd-d734-8158-93cc-330000740633']}",
284,public,24 hours daily,,A CREDIT D M V,2024-01-09,,ELEC,Public,223115,LD,2021-12-22,P,False,E,PAY_GARAGE,411 West 55th St,844-623-1001,2024-01-31T22:07:01Z,GPS,40.76709,-73.98733,New York,US,,,NY,411 W 55th St,10019,,,,,,,,,,,,['J1772'],,,4.0,LIVINGSTON,https://www.solution.energy,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.90609,6.28624,,
285,public,,,,2022-10-06,,ELEC,Public,115082,,2016-12-28,P,,E,PAY_GARAGE,GGMC Parking Connaught - Tesla Destination,212-223-4891  877-798-3752,2023-01-18T15:15:20Z,200-9,40.757146,-73.966135,New York,US,,,NY,300 E 54th St,10022,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.72328,5.99204,{'station': ['500854']},
286,public,,,,2022-10-06,,ELEC,Public,115059,,2015-05-21,P,,E,PAY_GARAGE,Quik Park Broadway Garage LLC - Tesla Destination,212-974-6147  877-798-3752,2023-01-18T15:15:20Z,200-8,40.765844,-73.982481,New York,US,,,NY,225-251 W 56th St,10019,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.89403,6.26683,{'station': ['510823']},
287,public,,,,2022-10-06,,ELEC,Public,169014,,2015-07-08,P,,E,,Parkit 200 West End Ave - Tesla Destination,212-929-9404  877-798-3752,2023-01-18T15:15:20Z,200-9,40.778221,-73.985072,New York,US,,,NY,200 West End Ave,10023,,,,,,,,,,,,"['J1772', 'TESLA']",,,5.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.6862,7.54171,{'station': ['513299']},
288,public,,,,2022-10-06,,ELEC,Public,115193,,2015-05-21,P,,E,PAY_GARAGE,Quik Park West 57 LLC - Tesla Destination,212-754-4077  877-798-3752,2023-01-18T15:15:20Z,200-9,40.764259,-73.974972,New York,US,,,NY,9 W 57th St,10019,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.93321,6.32989,{'station': ['510828']},
289,public,,,,2022-10-06,,ELEC,Public,115156,,2016-10-13,P,,E,HOTEL,Loews Regency New York - Tesla Destination,212-759-4100  877-798-3752,2023-01-18T15:15:20Z,200-9,40.764423,-73.968865,New York,US,,,NY,540 Park Ave,10065,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.08411,6.57274,{'station': ['503627']},
290,public,,,,2022-10-06,,ELEC,Public,115170,,2016-03-10,P,,E,PAY_GARAGE,Quik Park 600 West 42nd Street (Silver Towers) LLC - Tesla Destination,212-564-0410  877-798-3752,2023-01-18T15:15:20Z,200-8,40.761018,-73.99878,New York,US,,,NY,600 W 42nd St,10036,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.3816,5.44216,{'station': ['501062']},
291,public,,,,2022-10-06,,ELEC,Public,115196,,2017-06-13,P,,E,PAY_GARAGE,MPG 923 5th Ave - Tesla Destination,212-249-1947  877-798-3752,2023-01-18T15:15:20Z,200-9,40.773004,-73.966152,New York,US,,,NY,923 5th Ave,10021,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.67958,7.53105,{'station': ['506793']},
292,public,,,,2022-10-06,,ELEC,Public,122479,,2019-01-17,P,,E,,MTP Parking 755 Kent Ave - Tesla Destination,718-855-7407  877-798-3752,2023-01-18T15:15:20Z,200-8,40.698671,-73.959625,Brooklyn,US,,,NY,755 Kent Ave,11249,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.60591,4.19381,{'station': ['513852']},
293,public,24 hours daily,,,2024-04-09,,ELEC,Public,191469,,2021-06-02,,,E,,Hunters Point South Crossing,888-998-2546,2024-04-09T01:42:11Z,GPS,40.742397,-73.959225,Long Island City,US,Enter via. Borden Ave.||,,NY,1-55 Borden Avenue,11101,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.19284,5.13838,"{'station': ['465ba1dd-d734-8158-93cc-330000586461'], 'posts': ['465ba1dd-d734-8158-93cc-330000552621', '465ba1dd-d734-8158-93cc-330000621193']}",
294,public,,,,2022-10-06,,ELEC,Public,114987,,2015-08-21,P,,E,PAY_GARAGE,GGMC Parking 10 W 66th St Garage - Tesla Destination,212-874-1100  877-798-3752,2023-01-18T15:15:20Z,200-8,40.772742,-73.979503,New York,US,,,NY,10 W 66th St,10023,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.39842,7.07857,{'station': ['513122']},
295,public,24 hours daily,,,2024-04-09,,ELEC,Public,174183,,2021-01-27,,,E,,TATABROOKFIELD #6,888-758-4389,2024-04-09T03:34:10Z,GPS,40.75516,-73.955605,New York,US,,,NY,11 E Loop Rd,10044,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.95004,6.35697,"{'station': ['USCPIL1853431'], 'posts': ['2179191']}",
296,public,,,,2022-10-06,,ELEC,Public,115044,,2017-06-22,P,,E,PAY_GARAGE,GMC Copley Parking - Tesla Destination,212-787-6990  877-798-3752,2023-01-18T15:15:20Z,200-9,40.775283,-73.981627,New York,US,,,NY,2000 Broadway,10023,,,,,,,,,,,,['TESLA'],,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.53448,7.29754,{'station': ['506740']},
297,public,,,,2022-10-06,,ELEC,Public,114897,,2017-02-09,P,,E,HOTEL,Enterprise 309 Gold Street - Tesla Destination,212-564-3199  877-798-3752,2023-01-18T15:15:20Z,200-9,40.694841,-73.982849,Brooklyn,US,,,NY,309 Gold St,11201,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.73334,2.78954,{'station': ['504967']},
298,public,,,,2022-10-06,,ELEC,Public,115074,,2015-11-13,P,,E,PAY_GARAGE,Parkit 27 N Moore Street - Tesla Destination,212-929-9404  877-798-3752,2023-01-18T15:15:20Z,200-9,40.719869,-74.007447,New York,US,,,NY,27 N Moore St,10013,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.50251,0.80871,{'station': ['500224']},
299,public,,,,2022-10-06,,ELEC,Public,168556,,2016-12-28,P,,E,,551W21 SR Capital - Tesla Destination,  877-798-3752,2023-01-18T15:15:20Z,200-9,40.747437,-74.007111,New York,US,,,NY,558 West 21st Street,10011,,,,,,,,,,,,['TESLA'],,,6.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.41613,3.88838,{'station': ['502894']},
300,public,,,,2022-10-06,,ELEC,Public,115015,,2018-10-17,P,,E,PAY_GARAGE,Icon Parking OMNI - Tesla Destination,212-874-9664  877-798-3752,2023-01-18T15:15:20Z,200-8,40.77592,-73.98313,New York,US,,,NY,143-159 W 68th St,10023,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.55599,7.33216,{'station': ['513140']},
301,public,24 hours daily,,A CREDIT D M V,2024-01-09,,ELEC,Public,223265,LD,2022-02-15,P,False,E,PAY_GARAGE,4 W 21st St.,844-623-1001,2024-01-31T22:07:01Z,GPS,40.74057,-73.99147,New York,US,,,NY,4 W 21st St,10010,,,,,,,,,,,,['J1772'],,,4.0,LIVINGSTON,https://www.solution.energy,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.08023,3.34781,,
302,public,,,,2022-10-06,,ELEC,Public,115011,,2017-01-26,P,,E,HOTEL,New York Hilton Midtown - Tesla Destination,212-586-7000  877-798-3752,2023-01-18T15:15:20Z,200-9,40.762234,-73.979036,New York,US,,,NY,1335 Avenue of the Americas,10019,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.72031,5.98726,{'station': ['506512']},
303,public,,,,2022-10-06,,ELEC,Public,115191,,2017-06-13,P,,E,PAY_GARAGE,Icon 9-11 Park Ave - Tesla Destination,212-725-5081  877-798-3752,2023-01-18T15:15:20Z,200-9,40.747299,-73.981039,New York,US,,,NY,9 - 11 Park Ave,10016,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.7346,4.40091,{'station': ['506783']},
304,public,,,,2022-10-06,,ELEC,Public,150502,,2015-06-24,P,,E,,iPark NYC 555 West Garage Corp. - Tesla Destination,855-472-7569  877-798-3752,2023-01-18T15:15:20Z,200-9,40.749296,-74.006017,New York,US,,,NY,549 W 23rd St,10011,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.54483,4.09551,{'station': ['511095']},
305,private,24 hours daily,,A D M V,2020-10-09,,ELEC,Private,166324,,2020-04-17,P,,E,PARKING_GARAGE,CHHA2 Garages LLC,,2021-03-11T23:22:17Z,200-9,40.733934,-73.993118,New York,US,,,NY,21 E 12th St,10003,,,,,,,,,,,,['J1772'],,,4.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,1.62129,2.60921,,
306,public,24 hours daily,,,2024-04-09,,ELEC,Public,313682,,2023-10-14,,,E,,COM1-1 COM1-1,888-758-4389,2024-04-09T06:16:32Z,GPS,40.747486,-74.000069,New York,US,,,NY,372 W 25th St,10001,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.43859,3.92453,"{'station': ['USCPIL14032751'], 'posts': ['23497711']}",
307,public,,,,2022-10-06,,ELEC,Public,115045,,2018-05-24,P,,E,PAY_GARAGE,MPG 201 E 56th - Tesla Destination,212-490-3460  877-798-3752,2023-01-18T15:15:20Z,200-8,40.759437,-73.96767,New York,US,,,NY,201 E 56th,10022,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.81425,6.13844,{'station': ['511170']},
308,public,,,,2022-10-06,,ELEC,Public,115198,,2016-05-03,P,,E,OFFICE_BLDG,Icon Parking 990 Ave of the Americas - Tesla Destination,212-502-5908  877-798-3752,2023-01-18T15:15:20Z,200-9,40.750844,-73.986188,New York,US,,,NY,990 Avenue of the Americas,10018,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.84622,4.58055,{'station': ['501381']},
309,public,,,,2022-10-06,,ELEC,Public,115065,,2016-12-09,P,,E,PAY_GARAGE,iPark 245 East 63rd Street - Tesla Destination,212-752-0485  877-798-3752,2023-01-18T15:15:20Z,200-8,40.76332,-73.962938,New York,US,,,NY,245 East 63rd St,10025,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.17391,6.71726,{'station': ['503354']},
310,public,24 hours daily,,,2023-07-01,,ELEC,Public,102327,,2018-07-23,P,,E,,North 12 Parking (at the William Vale) - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,200-8,40.721853,-73.956658,Brooklyn,US,,,NY,113 N. 12th Street,11249,,,,,,,,,,,,['TESLA'],4.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.64669,4.25943,{'station': ['2694']},
311,public,5am-12am daily,,,2023-07-01,,ELEC,Public,116808,,2018-12-01,P,,E,PARKING_LOT,59 Allen Street - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,GPS,40.717153,-73.991869,New York,US,,,NY,59 Allen Street,10002,,,,,,,,,,,,['TESLA'],4.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.79822,1.28461,{'station': ['4057']},
312,public,,,,2022-10-06,,ELEC,Public,115056,,2015-11-13,P,,E,PAY_GARAGE,Parkit 221 Thompson Street - Tesla Destination,212-929-9404  877-798-3752,2023-01-18T15:15:20Z,200-9,40.729234,-73.999013,New York,US,,,NY,221 Thompson St,10012,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.20513,1.93947,{'station': ['500226']},
313,public,,,,2022-10-06,,ELEC,Public,114891,,2017-01-27,P,,E,PAY_GARAGE,Quik Park Armory Parking Inc. - Tesla Destination,718-222-9427  877-798-3752,2023-01-18T15:15:20Z,200-8,40.692635,-73.969935,Brooklyn,US,,,NY,172 Vanderbilt,11205,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.34191,3.76894,{'station': ['504777']},
314,private,,,,2024-01-09,,ELEC,Private,167695,MD,2020-10-22,T,,E,UTILITY,National Grid - Greenpoint,,2024-01-31T22:07:01Z,GPS,40.718053,-73.931508,Greenpoint,US,,,NY,287 Maspeth Ave,11211,,,,,,,,,,,,['J1772'],,,19.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,3.89637,6.2706,,
315,public,,,,2022-10-06,,ELEC,Public,115171,,2016-08-19,P,,E,PAY_GARAGE,"MTP Parking, The Helena - Tesla Destination",212-575.5335  877-798-3752,2023-01-18T15:15:20Z,200-9,40.770709,-73.991725,New York,US,,,NY,601 W 57th St,10019,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.10292,6.60301,{'station': ['503125']},
316,public,,,,2022-10-06,,ELEC,Public,115185,,2018-05-24,P,,E,PAY_GARAGE,iPark 650 Parking Corp - Tesla Destination,212-472-2596  877-798-3752,2023-01-18T15:15:20Z,200-8,40.768144,-73.966736,New York,US,,,NY,80 E 67th St,10065,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.3647,7.0243,{'station': ['511148']},
